2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	10	1	9	1	9	1	9	1	1	1	1	1	1	1	1	1	
2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
2	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
2	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	10	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
5	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
5	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
6	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	10	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
6	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
6	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	10	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
7	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
7	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
9	10	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
9	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
9	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
10	12	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
10	13	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
10	14	0	9	0	9	0	9	0	0	0	0	0	0	0	0	0	
10	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
10	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
10	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	20	9	9	9	9	9	9	9	0	0	0	1	1	1	0	9	
12	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
12	25	9	9	9	9	9	9	9	9	9	9	9	1	0	0	0	
13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
13	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
13	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
13	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
14	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	9	
14	21	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
14	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	
20	21	9	9	9	9	9	9	9	9	1	9	9	9	9	9	9	
20	25	9	9	9	9	9	9	9	9	9	9	9	0	0	0	9	
21	25	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
