4	19	9	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	9	9	9	
4	20	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
4	3	9	9	9	9	0	9	0	9	9	0	9	0	9	0	9	0	9	0	0	0	0	0	0	9	0	
4	23	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	1	0	0	0	0	0	
4	24	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	
19	20	9	9	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
19	3	9	9	9	9	0	9	0	9	9	0	9	0	9	0	9	0	9	0	0	0	0	0	9	9	9	
19	23	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	9	9	9	
19	24	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	9	9	9	
20	3	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
20	23	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
20	24	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
3	23	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	9	0	
3	24	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	9	0	
23	24	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	
