1	3	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	0	
1	6	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	0	
1	7	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	0	
1	9	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	0	
1	11	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	0	
1	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
1	14	9	9	0	0	0	0	0	0	0	0	9	9	9	9	9	0	9	9	
1	17	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
1	18	9	9	9	9	9	1	9	9	9	9	9	9	9	9	9	9	9	9	
1	20	9	9	9	9	9	9	9	0	0	0	9	9	9	9	9	0	9	0	
1	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
3	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
3	17	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	9	9	9	
3	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
3	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	
3	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
6	7	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
6	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
6	17	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	9	9	9	
6	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
6	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	
6	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	14	9	9	0	0	1	1	1	1	1	1	1	1	1	1	1	0	9	9	
7	17	9	9	9	9	1	9	9	9	9	9	9	9	9	1	9	9	9	9	
7	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
7	20	9	9	9	9	9	9	9	1	0	0	0	0	0	0	0	0	0	0	
7	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
9	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
9	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
9	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
9	17	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	9	9	9	
9	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
9	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	
9	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
11	13	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
11	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
11	17	9	9	9	9	0	9	9	9	9	9	9	9	9	0	9	9	9	9	
11	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
11	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	
11	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
13	14	9	9	1	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
13	17	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
13	18	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
13	20	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
13	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
14	17	9	9	9	9	1	9	9	9	9	9	9	9	9	1	9	9	9	9	
14	18	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	
14	20	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	9	9	
14	12	9	9	9	9	9	9	9	9	9	9	9	1	1	9	9	9	9	9	
17	18	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
17	20	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	
17	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
18	20	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
18	12	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
20	12	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	9	9	
