4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
4	21	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
4	9	9	9	9	0	0	0	0	0	9	9	0	9	9	9	9	9	9	
4	22	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	
4	27	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	
4	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
5	21	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
5	9	9	9	9	0	0	0	0	0	9	9	0	9	9	9	9	9	9	
5	22	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	
5	27	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	
5	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	18	9	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	9	
8	21	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
8	9	9	9	9	0	0	0	0	0	9	9	0	9	9	9	9	9	9	
8	22	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	
8	27	9	9	9	9	9	9	9	9	9	9	1	1	0	0	0	0	0	
8	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
10	21	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
10	9	9	9	9	0	0	0	0	1	9	9	0	9	9	9	9	9	9	
10	22	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	
10	27	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	
10	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
13	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
13	21	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
13	9	9	9	9	1	0	0	1	0	9	9	0	9	9	9	9	9	9	
13	22	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	
13	27	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	
13	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
18	21	9	9	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	
18	9	9	9	9	0	0	0	0	0	9	9	0	9	9	9	9	9	9	
18	22	9	9	9	9	9	1	1	1	1	9	9	9	9	9	9	9	9	
18	27	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	9	
18	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	1	9	9	
21	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
21	22	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
21	27	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
21	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
9	22	9	9	9	9	9	0	0	0	9	9	9	9	9	9	9	9	9	
9	27	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	9	9	
9	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
22	27	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
22	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
27	30	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	
