2	4	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
2	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
4	5	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	12	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
4	14	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	12	9	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	9	
5	14	9	9	0	0	0	1	0	1	0	0	0	1	0	1	0	1	9	9	9	
7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
7	12	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	
7	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
8	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
9	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
9	14	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
12	14	9	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	9	9	
