3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
3	8	1	9	1	9	1	1	1	1	1	1	1	1	9	9	1	1	1	9	1	
3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
3	15	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	9	9	9	
3	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
3	19	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	
6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	8	0	9	0	9	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	
6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
6	15	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	9	9	9	
6	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
6	19	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	
7	8	0	9	0	9	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	
7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
7	15	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	9	9	9	
7	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
7	19	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	
8	10	0	9	0	9	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	
8	12	0	9	0	9	0	0	0	0	0	0	0	0	9	9	0	0	0	9	0	
8	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
8	15	9	9	9	9	9	9	0	0	0	0	0	0	9	9	0	0	9	9	9	
8	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
8	19	9	9	9	9	9	9	9	9	9	9	9	0	9	9	0	0	0	9	0	
10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
10	15	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	9	9	9	
10	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
10	19	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	
12	14	9	9	9	9	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	
12	15	9	9	9	9	9	9	0	0	0	0	1	1	1	1	1	0	9	9	9	
12	16	9	9	9	9	9	9	9	0	9	9	9	9	9	9	9	9	9	9	9	
12	19	9	9	9	9	9	9	9	9	9	9	9	1	1	0	0	0	0	0	0	
14	15	9	9	9	9	9	9	1	1	1	9	9	9	9	9	9	9	9	9	9	
14	16	9	9	9	9	9	9	9	1	9	9	9	9	9	9	9	9	9	9	9	
14	19	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
15	16	9	9	9	9	9	9	9	1	9	9	9	9	9	9	9	9	9	9	9	
15	19	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	9	9	9	
16	19	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
