1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	
1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
1	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	
2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
2	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	
4	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	
4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
4	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	7	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	
5	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	9	9	9	9	
5	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
6	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
7	12	9	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	9	9	9	
8	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
