3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	7	1	1	1	1	1	1	1	1	1	1	1	1	1	
3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	13	0	0	0	0	0	0	0	0	0	0	0	9	9	
3	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
3	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
3	6	9	9	9	9	9	9	9	1	9	9	9	9	9	
4	5	1	1	1	1	1	1	1	1	1	1	1	1	1	
4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	13	0	0	0	0	0	0	0	0	0	0	0	9	9	
4	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
4	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
4	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	13	0	0	0	0	0	0	0	0	0	0	0	9	9	
5	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
5	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
5	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	13	0	0	0	0	0	0	0	0	0	0	0	9	9	
7	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
7	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
7	6	9	9	9	9	9	9	9	1	9	9	9	9	9	
8	9	0	0	0	0	0	1	0	0	0	0	0	0	0	
8	13	0	0	0	0	0	0	0	0	0	0	0	9	9	
8	16	9	0	0	0	1	1	1	1	1	0	0	0	9	
8	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
8	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
9	13	1	1	1	1	1	1	1	1	1	1	0	9	9	
9	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
9	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
9	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
13	16	9	0	0	0	0	0	0	0	0	0	0	9	9	
13	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
13	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
16	18	9	9	0	9	9	9	9	9	9	9	9	9	9	
16	6	9	9	9	9	9	9	9	0	9	9	9	9	9	
18	6	9	9	9	9	9	9	9	9	9	9	9	9	9	
