3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
4	5	0	0	1	0	0	0	0	1	0	0	0	0	0	
4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	11	1	1	1	1	1	1	1	1	1	1	1	1	1	
6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	13	1	1	1	1	1	0	1	1	1	1	0	0	0	
9	16	9	0	0	0	1	1	1	1	1	1	1	0	9	
11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	16	9	0	0	0	0	0	0	0	0	0	0	0	9	
13	16	9	0	0	0	0	0	0	0	1	0	0	0	9	
