2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
2	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
2	37	9	9	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
2	47	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
3	37	9	9	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
3	47	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
4	37	9	9	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
4	47	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
5	23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
5	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
5	37	9	9	9	9	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
5	47	9	9	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
