4	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	12	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
4	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	12	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
6	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
7	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	12	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
7	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
8	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	12	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
8	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
10	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
10	12	0	0	0	1	1	9	1	9	1	9	1	9	1	0	0	0	0	0	
10	14	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
10	17	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	
10	5	9	0	1	1	1	1	1	1	1	1	1	9	1	1	1	0	9	9	
11	12	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
11	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
12	14	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	0	
12	17	1	1	1	1	0	9	1	9	1	9	1	1	1	1	0	0	0	9	
12	5	9	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	9	9	
14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
14	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
17	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	
