2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	7	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
2	8	0	0	0	0	0	0	9	9	9	0	0	0	0	0	0	9	0	
2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
2	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
2	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	7	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
4	8	0	0	0	0	0	0	9	9	9	0	0	0	0	0	0	9	0	
4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
4	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
4	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
5	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
5	7	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
5	8	0	0	0	0	0	0	9	9	9	0	0	0	0	0	0	9	0	
5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
5	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
5	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
6	7	1	1	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	
6	8	0	0	0	0	0	1	9	9	9	0	0	0	0	0	0	9	0	
6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
6	25	9	0	0	1	1	1	1	1	1	1	1	0	0	9	9	9	9	
6	51	9	9	9	9	9	9	9	9	9	9	9	9	1	1	1	1	1	
7	8	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	9	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	10	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	15	0	0	0	0	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	25	9	0	1	1	9	9	9	9	9	9	9	9	9	9	9	9	9	
7	51	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	
8	9	0	0	0	0	0	0	9	9	9	0	0	0	0	0	0	9	0	
8	10	0	0	0	0	0	0	9	9	9	0	0	0	0	0	0	9	0	
8	15	1	1	1	1	1	1	9	9	9	0	0	0	0	0	9	9	9	
8	25	9	0	0	0	0	0	9	9	9	0	0	0	0	9	9	9	9	
8	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	9	0	
9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	
9	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
9	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
10	15	1	1	1	1	1	1	1	1	1	1	0	0	0	0	9	9	9	
10	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
10	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	
15	25	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	
15	51	9	9	9	9	9	9	9	9	9	9	9	9	0	0	9	9	9	
25	51	9	9	9	9	9	9	9	9	9	9	9	9	0	9	9	9	9	
